# Starter manual table of resource-related GOVERNMENT REVENUE for source countries with no/thin EITI/GRD coverage.
# STARTER ESTIMATES — verify before relying on them; `confidence` flags how rough each is.
# Sources for every row are documented in docs/extractive/manual_resource_data_sources.md.
# total_resource_revenue_usd_bn = the source country's resource government revenue for that commodity-year, USD billions.
# frac_pre_profit / frac_post_profit / frac_equity sum to 1: pre = royalties/licence-fees/bonuses/production-entitlements (expensed, NOT in CbCR profit);
#   post = corporate income tax + special petroleum/mining taxes + windfall (the profit-based take); equity = state dividends / state-participation income.
# domestic_share = fraction attributed to the source country's own NOC/state firms (lands on the (parent==partner) CbCR cell);
#   the rest (1-domestic_share) is distributed to IOC HQ countries by hq_share_<commodity> in 1_8.
source_iso3,commodity,year,total_resource_revenue_usd_bn,frac_pre_profit,frac_post_profit,frac_equity,domestic_share,confidence,source_note
AUS,coal,2019,6.59,0.6737,0.3263,0.0,0.45,high,Australia coal: state coal royalties (QLD Budget BP2 + NSW Resources Regulator) [pre] + ATO Taxation Statistics coal-mining net company tax [post]; equity 0. Sourced 2026-06.
AUS,coal,2020,4.97,0.7082,0.2918,0.0,0.45,high,Australia coal: state coal royalties (QLD Budget BP2 + NSW Resources Regulator) [pre] + ATO Taxation Statistics coal-mining net company tax [post]; equity 0. Sourced 2026-06.
AUS,coal,2021,2.7,0.8444,0.1556,0.0,0.45,high,Australia coal: state coal royalties (QLD Budget BP2 + NSW Resources Regulator) [pre] + ATO Taxation Statistics coal-mining net company tax [post]; equity 0. Sourced 2026-06.
AUS,coal,2022,11.53,0.6548,0.3452,0.0,0.45,high,Australia coal: state coal royalties (QLD Budget BP2 + NSW Resources Regulator) [pre] + ATO Taxation Statistics coal-mining net company tax [post]; equity 0. Sourced 2026-06.
AUS,minerals,2016,6.08,0.4918,0.5082,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2017,10.86,0.3646,0.6354,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2018,12.41,0.3102,0.6898,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2019,15.55,0.2527,0.7473,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2020,19.63,0.3016,0.6984,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2021,30.16,0.2646,0.7354,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,minerals,2022,32.24,0.255,0.745,0.0,0.6,high,"Australia minerals: WA mineral royalty (DMIRS Statistics Digest, iron-ore dominant) [pre] + ATO metal-ore mining net company tax [post]; equity 0. Sourced 2026-06."
AUS,oil_gas,2016,1.1,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2017,1.52,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2018,1.7,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2019,1.91,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2020,1.57,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2021,1.18,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
AUS,oil_gas,2022,2.18,0.0,1.0,0.0,0.4,high,"Australia oil & gas: Commonwealth PRRT (Final Budget Outcome, profit-based) + ATO oil&gas-extraction company tax [post]; state ad valorem royalty negligible/NWS excluded so pre~0; equity 0. Sourced 2026-06."
BHR,oil_gas,2016,3.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2017,4.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2018,5.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2019,5.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2020,3.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2021,5.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BHR,oil_gas,2022,8.0,0.25,0.25,0.5,0.9,low,Bapco/Banagas state; incl. Abu Sa'fa field shared with Saudi; rough
BRA,minerals,2016,2.865,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2017,3.762,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2018,3.836,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2019,3.553,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2020,3.876,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2021,7.421,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,minerals,2022,6.783,0.25,0.75,0.0,0.5,low (estimate; anchor on ANM CFEM),"Brazil minerals: CFEM mining royalty (1-3.5% of revenue, Vale-dominated) [pre] + sector corporate tax 34% [post]; ~no state controlling stake since 2020 -> negligible equity. R$ bn -> /avg BRL-USD. ESTIMATE — anchor on ANM CFEM stats."
BRA,oil_gas,2016,7.09,0.718,0.282,0.0,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2016: ANP ""Valores Consolidados"" pre-profit $5.09B + private-operator sector CIT ~$2.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $0.00B (Tesouro Nacional). Total $7.09B."
BRA,oil_gas,2017,11.63,0.828,0.172,0.0,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2017: ANP ""Valores Consolidados"" pre-profit $9.63B + private-operator sector CIT ~$2.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $0.00B (Tesouro Nacional). Total $11.63B."
BRA,oil_gas,2018,22.85,0.854,0.131,0.014,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2018: ANP ""Valores Consolidados"" pre-profit $19.52B + private-operator sector CIT ~$3.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $0.33B (Tesouro Nacional). Total $22.85B."
BRA,oil_gas,2019,36.9,0.866,0.081,0.053,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2019: ANP ""Valores Consolidados"" pre-profit $31.95B + private-operator sector CIT ~$3.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $1.95B (Tesouro Nacional). Total $36.90B."
BRA,oil_gas,2020,11.75,0.777,0.17,0.053,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2020: ANP ""Valores Consolidados"" pre-profit $9.13B + private-operator sector CIT ~$2.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $0.62B (Tesouro Nacional). Total $11.75B."
BRA,oil_gas,2021,25.33,0.569,0.158,0.273,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2021: ANP ""Valores Consolidados"" pre-profit $14.42B + private-operator sector CIT ~$4.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $6.91B (Tesouro Nacional). Total $25.33B."
BRA,oil_gas,2022,46.49,0.542,0.129,0.329,0.6,medium (ANP-sourced pre + Tesouro-sourced equity + estimated post),"Brazil oil & gas 2022: ANP ""Valores Consolidados"" pre-profit $25.18B + private-operator sector CIT ~$6.0B (estimated; Shell/Equinor/Total/BP) + Petrobras→Union dividends $15.31B (Tesouro Nacional). Total $46.49B."
CAN,minerals,2016,3.0,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2017,4.0,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2018,5.0,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2019,4.0,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2020,4.0,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2021,7.60,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,minerals,2022,10.00,0.35,0.63,0.02,0.4,low-med,"provincial mining taxes/royalties; CIT; Barrick/Teck/Nutrien CA + many foreign | AUDIT 2026-07-22 rebuild: provincial mining taxes+royalties (QC MERN ~1.2, BC ~0.9, ON ~0.6, NL ~0.4, SK potash Crown royalties - spiking to ~2.8 CAD bn 2022) + mining-sector CIT; 2021-22 raised for the potash/iron price surge (CAD ~9.5/13.0bn -> USD 7.6/10.0). Provincial budget actuals + StatCan; oil_gas leg untouched (already AB/SK/NL-grounded, high conf)"
CAN,oil_gas,2016,2.31,1.3853,-0.3853,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2017,4.78,1.0711,-0.0711,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2018,5.85,0.9829,0.0171,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2019,7.84,0.9375,0.0625,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2020,1.99,1.5327,-0.5327,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2021,14.92,0.7936,0.2064,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CAN,oil_gas,2022,34.97,0.7529,0.2471,0.0,0.6,high,Canada oil & gas: StatCan Table 25-10-0065-01 — royalties & similar (pre) + federal/provincial income tax (post; negative in 2016/17/20 loss years = sector net tax credits); equity 0. Sourced 2026-06.
CHL,minerals,2016,3.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2017,4.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2018,5.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2019,4.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2020,5.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2021,12.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHL,minerals,2022,16.0,0.25,0.5,0.25,0.4,low-med,COCHILCO / CEIC Chile govt mining revenue; copper-price driven; old IEAM specific mining tax pre-2024
CHN,coal,2016,11.03,0.5585,0.1414,0.3001,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2017,10.71,0.8039,0.1961,0.0,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2018,15.71,0.6741,0.1566,0.1693,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2019,17.21,0.6589,0.1482,0.1929,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2020,16.96,0.645,0.1739,0.181,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2021,22.9,0.6659,0.1808,0.1533,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,coal,2022,30.93,0.7,0.1578,0.1423,0.92,med,China coal: pre = NBS resource tax (资源税); post = SOE current income tax (China Shenhua + Yankuang ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2016,3.45,0.6232,0.0435,0.3333,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2017,3.3,0.9091,0.0909,0.0,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2018,4.91,0.7515,0.0591,0.1894,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2019,5.48,0.7208,0.0675,0.2117,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2020,5.38,0.7082,0.0929,0.1989,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2021,7.86,0.6768,0.1679,0.1552,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,minerals,2022,10.2,0.7402,0.1088,0.151,0.92,med,China minerals: pre = NBS resource tax (资源税); post = SOE current income tax (Zijin + Chalco ARs); equity = MoF resource-type remittance proxy (2017 NOTFOUND). Sourced 2026-06.
CHN,oil_gas,2016,17.05,0.3525,0.4581,0.1894,0.92,med,"China oil & gas: pre = NBS resource tax (资源税); post = SOE current income tax (PetroChina+Sinopec+CNOOC annual reports); equity = MoF central state-capital-operation budget resource-type remittance (proxy, incl power/telecom; 2017 not separately published). Sourced 2026-06."
CHN,oil_gas,2017,18.22,0.4616,0.5384,0.0,0.92,med,"China oil & gas: pre = NBS resource tax (资源税); post = SOE current income tax (PetroChina+Sinopec+CNOOC annual reports); equity = MoF central state-capital-operation budget resource-type remittance (proxy, incl power/telecom; 2017 not separately published). Sourced 2026-06."
CHN,oil_gas,2018,25.72,0.402,0.4969,0.1011,0.92,med,"China oil & gas: pre = NBS resource tax (资源税); post = SOE current income tax (PetroChina+Sinopec+CNOOC annual reports); equity = MoF central state-capital-operation budget resource-type remittance (proxy, incl power/telecom; 2017 not separately published). Sourced 2026-06."
CHN,oil_gas,2019,24.36,0.4544,0.4126,0.133,0.92,med,"China oil & gas: pre = NBS resource tax (资源税); post = SOE current income tax (PetroChina+Sinopec+CNOOC annual reports); equity = MoF central state-capital-operation budget resource-type remittance (proxy, incl power/telecom; 2017 not separately published). Sourced 2026-06."
CHN,oil_gas,2020,19.61,0.5446,0.3024,0.153,0.92,med,"China oil & gas: pre = NBS resource tax (资源税); post = SOE current income tax (PetroChina+Sinopec+CNOOC annual reports); equity = MoF central state-capital-operation budget resource-type remittance (proxy, incl power/telecom; 2017 not separately published). Sourced 2026-06."
